Year,Label,ID,Value1,Value2,Description,Suggested Weight,Indicator Name,Include,ID2,Description2,Data Type,Table Type
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,339030,339030,PRT-SECURITY GUARDS AND GAMING SURVEILLANCE OFFICERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,339091,339091,PRT-CROSSING GUARDS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,339093,339093,PRT-TRANSPORTATION SECURITY SCREENERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,33909X,33909X,"PRT-LIFEGUARDS AND OTHER RECREATIONAL, AND ALL OTHER PROTECTIVE SERVICE WORKERS *",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,351011,351011,EAT-CHEFS AND HEAD COOKS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,351012,351012,EAT-FIRST-LINE SUPERVISORS OF FOOD PREPARATION AND SERVING WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,352010,352010,EAT-COOKS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,352021,352021,EAT-FOOD PREPARATION WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,353011,353011,EAT-BARTENDERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,353021,353021,"EAT-COMBINED FOOD PREPARATION AND SERVING WORKERS, INCLUDING FAST FOOD",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,353022,353022,"EAT-COUNTER ATTENDANTS, CAFETERIA, FOOD CONCESSION, AND COFFEE SHOP",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,353031,353031,EAT-WAITERS AND WAITRESSES,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,353041,353041,"EAT-FOOD SERVERS, NONRESTAURANT",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,359021,359021,EAT-DISHWASHERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,359031,359031,"EAT-HOSTS AND HOSTESSES, RESTAURANT, LOUNGE, AND COFFEE SHOP",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,3590XX,3590XX,"EAT-MISCELLANEOUS FOOD PREPARATION AND SERVING RELATED WORKERS, INCLUDING DINING ROOM AND CAFETERIA ATTENDANTS AND BARTENDER HELPERS *",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,371011,371011,CLN-FIRST-LINE SUPERVISORS OF HOUSEKEEPING AND JANITORIAL WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,371012,371012,"CLN-FIRST-LINE SUPERVISORS OF LANDSCAPING, LAWN SERVICE, AND GROUNDSKEEPING WORKERS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,372012,372012,CLN-MAIDS AND HOUSEKEEPING CLEANERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,37201X,37201X,CLN-JANITORS AND BUILDING CLEANERS *,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,372021,372021,CLN-PEST CONTROL WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,373010,373010,CLN-GROUNDS MAINTENANCE WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,391010,391010,PRS-FIRST-LINE SUPERVISORS OF GAMING WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,391021,391021,PRS-FIRST-LINE SUPERVISORS OF PERSONAL SERVICE WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,392011,392011,PRS-ANIMAL TRAINERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,392021,392021,PRS-NONFARM ANIMAL CARETAKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,393010,393010,PRS-GAMING SERVICES WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,393021,393021,PRS-MOTION PICTURE PROJECTIONISTS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,393031,393031,"PRS-USHERS, LOBBY ATTENDANTS, AND TICKET TAKERS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,393090,393090,PRS-MISCELLANEOUS ENTERTAINMENT ATTENDANTS AND RELATED WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,394031,394031,"PRS-MORTICIANS, UNDERTAKERS, AND FUNERAL DIRECTORS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,3940XX,3940XX,PRS-EMBALMERS AND FUNERAL ATTENDANTS *,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,395011,395011,PRS-BARBERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,395012,395012,"PRS-HAIRDRESSERS, HAIRSTYLISTS, AND COSMETOLOGISTS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,395090,395090,PRS-MISCELLANEOUS PERSONAL APPEARANCE WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,396010,396010,"PRS-BAGGAGE PORTERS, BELLHOPS, AND CONCIERGES",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,397010,397010,PRS-TOUR AND TRAVEL GUIDES,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,399011,399011,PRS-CHILDCARE WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,399021,399021,PRS-PERSONAL CARE AIDES,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,399030,399030,PRS-RECREATION AND FITNESS WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,399041,399041,PRS-RESIDENTIAL ADVISORS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,399099,399099,"PRS-PERSONAL CARE AND SERVICE WORKERS, ALL OTHER",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,411011,411011,SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,411012,411012,SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,412010,412010,SAL-CASHIERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,412021,412021,SAL-COUNTER AND RENTAL CLERKS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,412022,412022,SAL-PARTS SALESPERSONS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,412031,412031,SAL-RETAIL SALESPERSONS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,413011,413011,SAL-ADVERTISING SALES AGENTS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,413021,413021,SAL-INSURANCE SALES AGENTS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,413031,413031,"SAL-SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES AGENTS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,413041,413041,SAL-TRAVEL AGENTS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,413099,413099,"SAL-SALES REPRESENTATIVES, SERVICES, ALL OTHER",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,414010,414010,"SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,419010,419010,"SAL-MODELS, DEMONSTRATORS, AND PRODUCT PROMOTERS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,419020,419020,SAL-REAL ESTATE BROKERS AND SALES AGENTS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,419031,419031,SAL-SALES ENGINEERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,419041,419041,SAL-TELEMARKETERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,419091,419091,"SAL-DOOR-TO-DOOR SALES WORKERS, NEWS AND STREET VENDORS, AND RELATED WORKERS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,419099,419099,"SAL-SALES AND RELATED WORKERS, ALL OTHER",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,431011,431011,OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE SUPPORT WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,432011,432011,"OFF-SWITCHBOARD OPERATORS, INCLUDING ANSWERING SERVICE",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,432021,432021,OFF-TELEPHONE OPERATORS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,432099,432099,"OFF-COMMUNICATIONS EQUIPMENT OPERATORS, ALL OTHER",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,433011,433011,OFF-BILL AND ACCOUNT COLLECTORS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,433021,433021,OFF-BILLING AND POSTING CLERKS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,433031,433031,"OFF-BOOKKEEPING, ACCOUNTING, AND AUDITING CLERKS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,433041,433041,OFF-GAMING CAGE WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,433051,433051,OFF-PAYROLL AND TIMEKEEPING CLERKS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,433061,433061,OFF-PROCUREMENT CLERKS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,433071,433071,OFF-TELLERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,433099,433099,"OFF-FINANCIAL CLERKS, ALL OTHER",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,434011,434011,OFF-BROKERAGE CLERKS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,434031,434031,"OFF-COURT, MUNICIPAL, AND LICENSE CLERKS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,434041,434041,"OFF-CREDIT AUTHORIZERS, CHECKERS, AND CLERKS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,434051,434051,OFF-CUSTOMER SERVICE REPRESENTATIVES,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,434061,434061,"OFF-ELIGIBILITY INTERVIEWERS, GOVERNMENT PROGRAMS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,434071,434071,OFF-FILE CLERKS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,434081,434081,"OFF-HOTEL, MOTEL, AND RESORT DESK CLERKS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,434111,434111,"OFF-INTERVIEWERS, EXCEPT ELIGIBILITY AND LOAN",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,434121,434121,"OFF-LIBRARY ASSISTANTS, CLERICAL",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,434131,434131,OFF-LOAN INTERVIEWERS AND CLERKS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,434141,434141,OFF-NEW ACCOUNTS CLERKS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,434161,434161,"OFF-HUMAN RESOURCES ASSISTANTS, EXCEPT PAYROLL AND TIMEKEEPING",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,434171,434171,OFF-RECEPTIONISTS AND INFORMATION CLERKS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,434181,434181,OFF-RESERVATION AND TRANSPORTATION TICKET AGENTS AND TRAVEL CLERKS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,434199,434199,"OFF-INFORMATION AND RECORD CLERKS, ALL OTHER",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,434XXX,434XXX,OFF-CORRESPONDENCE CLERKS AND ORDER CLERKS *,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,435011,435011,OFF-CARGO AND FREIGHT AGENTS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,435021,435021,OFF-COURIERS AND MESSENGERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,435030,435030,OFF-DISPATCHERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,435041,435041,"OFF-METER READERS, UTILITIES",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,435051,435051,OFF-POSTAL SERVICE CLERKS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,435052,435052,OFF-POSTAL SERVICE MAIL CARRIERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,435053,435053,"OFF-POSTAL SERVICE MAIL SORTERS, PROCESSORS, AND PROCESSING MACHINE OPERATORS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,435061,435061,"OFF-PRODUCTION, PLANNING, AND EXPEDITING CLERKS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,435071,435071,"OFF-SHIPPING, RECEIVING, AND TRAFFIC CLERKS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,435081,435081,OFF-STOCK CLERKS AND ORDER FILLERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,435111,435111,"OFF-WEIGHERS, MEASURERS, CHECKERS, AND SAMPLERS, RECORDKEEPING",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,436010,436010,OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,439011,439011,OFF-COMPUTER OPERATORS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,439021,439021,OFF-DATA ENTRY KEYERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,439022,439022,OFF-WORD PROCESSORS AND TYPISTS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,439041,439041,OFF-INSURANCE CLAIMS AND POLICY PROCESSING CLERKS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,439051,439051,"OFF-MAIL CLERKS AND MAIL MACHINE OPERATORS, EXCEPT POSTAL SERVICE",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,439061,439061,"OFF-OFFICE CLERKS, GENERAL",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,439071,439071,"OFF-OFFICE MACHINE OPERATORS, EXCEPT COMPUTER",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,439081,439081,OFF-PROOFREADERS AND COPY MARKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,439111,439111,OFF-STATISTICAL ASSISTANTS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,439XXX,439XXX,"OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS *",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,451011,451011,"FFF-FIRST-LINE SUPERVISORS OF FARMING, FISHING, AND FORESTRY WORKERS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,452011,452011,FFF-AGRICULTURAL INSPECTORS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,452041,452041,"FFF-GRADERS AND SORTERS, AGRICULTURAL PRODUCTS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,4520XX,4520XX,"FFF-MISCELLANEOUS AGRICULTURAL WORKERS, INCLUDING ANIMAL BREEDERS *",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,453000,453000,FFF-FISHING AND HUNTING WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,454011,454011,FFF-FOREST AND CONSERVATION WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,454020,454020,FFF-LOGGING WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,471011,471011,CON-FIRST-LINE SUPERVISORS OF CONSTRUCTION TRADES AND EXTRACTION WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,472011,472011,CON-BOILERMAKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,472031,472031,CON-CARPENTERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,472040,472040,"CON-CARPET, FLOOR, AND TILE INSTALLERS AND FINISHERS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,472050,472050,"CON-CEMENT MASONS, CONCRETE FINISHERS, AND TERRAZZO WORKERS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,472061,472061,CON-CONSTRUCTION LABORERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,472071,472071,"CON-PAVING, SURFACING, AND TAMPING EQUIPMENT OPERATORS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,47207X,47207X,"CON-CONSTRUCTION EQUIPMENT OPERATORS, EXCEPT PAVING, SURFACING, AND TAMPING EQUIPMENT OPERATORS *",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,472080,472080,"CON-DRYWALL INSTALLERS, CEILING TILE INSTALLERS, AND TAPERS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,472111,472111,CON-ELECTRICIANS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,472121,472121,CON-GLAZIERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,472130,472130,CON-INSULATION WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,472140,472140,CON-PAINTERS AND PAPERHANGERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,472150,472150,"CON-PIPELAYERS, PLUMBERS, PIPEFITTERS, AND STEAMFITTERS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,472161,472161,CON-PLASTERERS AND STUCCO MASONS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,472181,472181,CON-ROOFERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,472211,472211,CON-SHEET METAL WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,472221,472221,CON-STRUCTURAL IRON AND STEEL WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,472XXX,472XXX,"CON-BRICKMASONS, BLOCKMASONS, STONEMASONS, AND REINFORCING",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,473010,473010,"CON-HELPERS, CONSTRUCTION TRADES",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,474011,474011,CON-CONSTRUCTION AND BUILDING INSPECTORS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,474021,474021,CON-ELEVATOR INSTALLERS AND REPAIRERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,474031,474031,CON-FENCE ERECTORS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,474041,474041,CON-HAZARDOUS MATERIALS REMOVAL WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,474051,474051,CON-HIGHWAY MAINTENANCE WORKERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,474061,474061,CON-RAIL-TRACK LAYING AND MAINTENANCE EQUIPMENT OPERATORS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,475021,475021,"EXT-EARTH DRILLERS, EXCEPT OIL AND GAS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,475031,475031,"EXT-EXPLOSIVES WORKERS, ORDNANCE HANDLING EXPERTS, AND BLASTERS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,475040,475040,EXT-MINING MACHINE OPERATORS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,4750XX,4750XX,"EXT-MISCELLANEOUS EXTRACTION WORKERS, INCLUDING ROOF BOLTERS AND HELPERS *",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,4750YY,4750YY,"EXT-DERRICK, ROTARY DRILL, AND SERVICE UNIT OPERATORS, AND ROUSTABOUTS, OIL, GAS, AND MINING *",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,47XXXX,47XXXX,"CON-MISCELLANEOUS CONSTRUCTION WORKERS, INCLUDING SOLAR PHOTOVOLTAIC INSTALLERS, SEPTIC TANK SERVICERS AND SEWER PIPE CLEANERS *",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,491011,491011,"RPR-FIRST-LINE SUPERVISORS OF MECHANICS, INSTALLERS, AND REPAIRERS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,492011,492011,"RPR-COMPUTER, AUTOMATED TELLER, AND OFFICE MACHINE REPAIRERS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,492020,492020,RPR-RADIO AND TELECOMMUNICATIONS EQUIPMENT INSTALLERS AND REPAIRERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,492091,492091,RPR-AVIONICS TECHNICIANS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,492092,492092,"RPR-ELECTRIC MOTOR, POWER TOOL, AND RELATED REPAIRERS",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,492096,492096,"RPR-ELECTRONIC EQUIPMENT INSTALLERS AND REPAIRERS, MOTOR VEHICLES",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,492097,492097,RPR-ELECTRONIC HOME ENTERTAINMENT EQUIPMENT INSTALLERS AND REPAIRERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,492098,492098,RPR-SECURITY AND FIRE ALARM SYSTEMS INSTALLERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,49209X,49209X,"RPR-ELECTRICAL AND ELECTRONICS REPAIRERS, TRANSPORTATION EQUIPMENT, AND INDUSTRIAL AND UTILITY *",PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,493011,493011,RPR-AIRCRAFT MECHANICS AND SERVICE TECHNICIANS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,493021,493021,RPR-AUTOMOTIVE BODY AND RELATED REPAIRERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,493022,493022,RPR-AUTOMOTIVE GLASS INSTALLERS AND REPAIRERS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,493023,493023,RPR-AUTOMOTIVE SERVICE TECHNICIANS AND MECHANICS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,493031,493031,RPR-BUS AND TRUCK MECHANICS AND DIESEL ENGINE SPECIALISTS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,493040,493040,RPR-HEAVY VEHICLE AND MOBILE EQUIPMENT SERVICE TECHNICIANS AND MECHANICS,PWGTP,,,,,,
2015,SOC Occupation code for 2012 and later based on 2010 SOC codes,SOCP,493050,493050,RPR-SMALL ENGINE MECHANICS,PWGTP,,,,,,
