title,c_vintage,c_dataset,c_url,Sample,Estimate
Jul 2013 Current Population Survey: Computer and Internet Use Supplement,2013,cps/internet/jul,https://api.census.gov/data/2013/cps/internet/jul,,
Jul 2011 Current Population Survey: Computer and Internet Use Supplement,2011,cps/internet/jul,https://api.census.gov/data/2011/cps/internet/jul,,
Current Population Survey: Computer and Internet Use Supplement,2023,cps/internet/nov,https://api.census.gov/data/2023/cps/internet/nov,,
Current Population Survey: Computer and Internet Use Supplement,2021,cps/internet/nov,https://api.census.gov/data/2021/cps/internet/nov,,
Current Population Survey: Computer and Internet Use Supplement,2019,cps/internet/nov,https://api.census.gov/data/2019/cps/internet/nov,,
Nov 2017 Current Population Survey: Computer and Internet Use Supplement,2017,cps/internet/nov,https://api.census.gov/data/2017/cps/internet/nov,,
Nov 1994 Current Population Survey: Computer and Internet Use Supplement,1994,cps/internet/nov,https://api.census.gov/data/1994/cps/internet/nov,,
Oct 2012 Current Population Survey: Computer and Internet Use Supplement,2012,cps/internet/oct,https://api.census.gov/data/2012/cps/internet/oct,,
Oct 2010 Current Population Survey: Computer and Internet Use Supplement,2010,cps/internet/oct,https://api.census.gov/data/2010/cps/internet/oct,,
Oct 2009 Current Population Survey: Computer and Internet Use Supplement,2009,cps/internet/oct,https://api.census.gov/data/2009/cps/internet/oct,,
Oct 2007 Current Population Survey: Computer and Internet Use Supplement,2007,cps/internet/oct,https://api.census.gov/data/2007/cps/internet/oct,,
Oct 2003 Current Population Survey: Computer and Internet Use Supplement,2003,cps/internet/oct,https://api.census.gov/data/2003/cps/internet/oct,,
Oct 1997 Current Population Survey: Computer and Internet Use Supplement,1997,cps/internet/oct,https://api.census.gov/data/1997/cps/internet/oct,,
Sep 2001 Current Population Survey: Computer and Internet Use Supplement,2001,cps/internet/sep,https://api.census.gov/data/2001/cps/internet/sep,,
Oct 2002 Current Population Survey: Library Use Supplement,2002,cps/library/oct,https://api.census.gov/data/2002/cps/library/oct,,
Jun 1995 Current Population Survey: Fertility and Marital History Supplement,1995,cps/marital/jun,https://api.census.gov/data/1995/cps/marital/jun,,
Aug 2002 Current Population Survey: Public Participation in the Arts Supplement,2002,cps/pubarts/aug,https://api.census.gov/data/2002/cps/pubarts/aug,,
Current Population Survey: Public Participation in the Arts Supplement,2022,cps/pubarts/jul,https://api.census.gov/data/2022/cps/pubarts/jul,,
Jul 2017 Current Population Survey: Public Participation in the Arts Supplement,2017,cps/pubarts/jul,https://api.census.gov/data/2017/cps/pubarts/jul,,
Jul 2012 Current Population Survey: Public Participation in the Arts Supplement,2012,cps/pubarts/jul,https://api.census.gov/data/2012/cps/pubarts/jul,,
May 1995 Current Population Survey: Race and Ethnicity Supplement,1995,cps/race/may,https://api.census.gov/data/1995/cps/race/may,,
Current Population Survey: School Enrollment Supplement,2023,cps/school/oct,https://api.census.gov/data/2023/cps/school/oct,,
Current Population Survey: School Enrollment Supplement,2022,cps/school/oct,https://api.census.gov/data/2022/cps/school/oct,,
Current Population Survey: School Enrollment Supplement,2021,cps/school/oct,https://api.census.gov/data/2021/cps/school/oct,,
Current Population Survey: School Enrollment Supplement,2020,cps/school/oct,https://api.census.gov/data/2020/cps/school/oct,,
Current Population Survey: School Enrollment Supplement,2019,cps/school/oct,https://api.census.gov/data/2019/cps/school/oct,,
Replace me with apiMetadata,2018,cps/school/oct,https://api.census.gov/data/2018/cps/school/oct,,
Replace me with apiMetadata,2017,cps/school/oct,https://api.census.gov/data/2017/cps/school/oct,,
Replace me with apiMetadata,2016,cps/school/oct,https://api.census.gov/data/2016/cps/school/oct,,
Replace me with apiMetadata,2015,cps/school/oct,https://api.census.gov/data/2015/cps/school/oct,,
Oct 2014 Current Population Survey: School Enrollment Supplement,2014,cps/school/oct,https://api.census.gov/data/2014/cps/school/oct,,
Oct 2013 Current Population Survey: School Enrollment Supplement,2013,cps/school/oct,https://api.census.gov/data/2013/cps/school/oct,,
Oct 2012 Current Population Survey: School Enrollment Supplement,2012,cps/school/oct,https://api.census.gov/data/2012/cps/school/oct,,
Oct 2011 Current Population Survey: School Enrollment Supplement,2011,cps/school/oct,https://api.census.gov/data/2011/cps/school/oct,,
Oct 2010 Current Population Survey: School Enrollment Supplement,2010,cps/school/oct,https://api.census.gov/data/2010/cps/school/oct,,
Oct 2009 Current Population Survey: School Enrollment Supplement,2009,cps/school/oct,https://api.census.gov/data/2009/cps/school/oct,,
Oct 2008 Current Population Survey: School Enrollment Supplement,2008,cps/school/oct,https://api.census.gov/data/2008/cps/school/oct,,
Oct 2007 Current Population Survey: School Enrollment Supplement,2007,cps/school/oct,https://api.census.gov/data/2007/cps/school/oct,,
Oct 2006 Current Population Survey: School Enrollment Supplement,2006,cps/school/oct,https://api.census.gov/data/2006/cps/school/oct,,
Oct 2005 Current Population Survey: School Enrollment Supplement,2005,cps/school/oct,https://api.census.gov/data/2005/cps/school/oct,,
Oct 2004 Current Population Survey: School Enrollment Supplement,2004,cps/school/oct,https://api.census.gov/data/2004/cps/school/oct,,
Oct 2003 Current Population Survey: School Enrollment Supplement,2003,cps/school/oct,https://api.census.gov/data/2003/cps/school/oct,,
Oct 2002 Current Population Survey: School Enrollment Supplement,2002,cps/school/oct,https://api.census.gov/data/2002/cps/school/oct,,
Oct 2001 Current Population Survey: School Enrollment Supplement,2001,cps/school/oct,https://api.census.gov/data/2001/cps/school/oct,,
Oct 2000 Current Population Survey: School Enrollment Supplement,2000,cps/school/oct,https://api.census.gov/data/2000/cps/school/oct,,
Oct 1999 Current Population Survey: School Enrollment Supplement,1999,cps/school/oct,https://api.census.gov/data/1999/cps/school/oct,,
Oct 1998 Current Population Survey: School Enrollment Supplement,1998,cps/school/oct,https://api.census.gov/data/1998/cps/school/oct,,
Oct 1997 Current Population Survey: School Enrollment Supplement,1997,cps/school/oct,https://api.census.gov/data/1997/cps/school/oct,,
Oct 1996 Current Population Survey: School Enrollment Supplement,1996,cps/school/oct,https://api.census.gov/data/1996/cps/school/oct,,
Oct 1995 Current Population Survey: School Enrollment Supplement,1995,cps/school/oct,https://api.census.gov/data/1995/cps/school/oct,,
Oct 1994 Current Population Survey: School Enrollment Supplement,1994,cps/school/oct,https://api.census.gov/data/1994/cps/school/oct,,
Aug 2010 Current Population Survey: Tobacco Use Supplement,2010,cps/tobacco/aug,https://api.census.gov/data/2010/cps/tobacco/aug,,
Aug 2006 Current Population Survey: Tobacco Use Supplement,2006,cps/tobacco/aug,https://api.census.gov/data/2006/cps/tobacco/aug,,
Current Population Survey: Tobacco Use Supplement,2019,cps/tobacco/jan,https://api.census.gov/data/2019/cps/tobacco/jan,,
Replace me with apiMetadata,2015,cps/tobacco/jan,https://api.census.gov/data/2015/cps/tobacco/jan,,
Jan 2011 Current Population Survey: Tobacco Use Supplement,2011,cps/tobacco/jan,https://api.census.gov/data/2011/cps/tobacco/jan,,
Jan 2007 Current Population Survey: Tobacco Use Supplement,2007,cps/tobacco/jan,https://api.census.gov/data/2007/cps/tobacco/jan,,
Replace me with apiMetadata,2018,cps/tobacco/jul,https://api.census.gov/data/2018/cps/tobacco/jul,,
Jul 2014 Current Population Survey: Tobacco Use Supplement,2014,cps/tobacco/jul,https://api.census.gov/data/2014/cps/tobacco/jul,,
Current Population Survey: Tobacco Use Supplement,2019,cps/tobacco/may,https://api.census.gov/data/2019/cps/tobacco/may,,
Replace me with apiMetadata,2015,cps/tobacco/may,https://api.census.gov/data/2015/cps/tobacco/may,,
May 2010 Current Population Survey: Tobacco Use Supplement,2010,cps/tobacco/may,https://api.census.gov/data/2010/cps/tobacco/may,,
May 2006 Current Population Survey: Tobacco Use Supplement,2006,cps/tobacco/may,https://api.census.gov/data/2006/cps/tobacco/may,,
Current Population Survey: Tobacco Use Supplement,2022,cps/tobacco/sep,https://api.census.gov/data/2022/cps/tobacco/sep,,
Jan 2009 Current Population Survey: Unbanked/Underbanked Supplement,2009,cps/unbank/jan,https://api.census.gov/data/2009/cps/unbank/jan,,
Current Population Survey: Unbanked/Underbanked Supplement,2023,cps/unbank/jun,https://api.census.gov/data/2023/cps/unbank/jun,,
Current Population Survey: Unbanked/Underbanked Supplement,2021,cps/unbank/jun,https://api.census.gov/data/2021/cps/unbank/jun,,
Current Population Survey: Unbanked/Underbanked Supplement,2019,cps/unbank/jun,https://api.census.gov/data/2019/cps/unbank/jun,,
Replace me with apiMetadata,2017,cps/unbank/jun,https://api.census.gov/data/2017/cps/unbank/jun,,
Replace me with apiMetadata,2015,cps/unbank/jun,https://api.census.gov/data/2015/cps/unbank/jun,,
Jun 2013 Current Population Survey: Unbanked/Underbanked Supplement,2013,cps/unbank/jun,https://api.census.gov/data/2013/cps/unbank/jun,,
Jun 2011 Current Population Survey: Unbanked/Underbanked Supplement,2011,cps/unbank/jun,https://api.census.gov/data/2011/cps/unbank/jun,,
Current Population Survey: Unemployment Insurance Nonfiler Supplement,2022,cps/unempins/may,https://api.census.gov/data/2022/cps/unempins/may,,
Current Population Survey: Veterans Supplement,2023,cps/vets/aug,https://api.census.gov/data/2023/cps/vets/aug,,
Current Population Survey: Veterans Supplement,2022,cps/vets/aug,https://api.census.gov/data/2022/cps/vets/aug,,
Current Population Survey: Veterans Supplement,2021,cps/vets/aug,https://api.census.gov/data/2021/cps/vets/aug,,
Current Population Survey: Veterans Supplement,2020,cps/vets/aug,https://api.census.gov/data/2020/cps/vets/aug,,
Current Population Survey: Veterans Supplement,2019,cps/vets/aug,https://api.census.gov/data/2019/cps/vets/aug,,
Replace me with apiMetadata,2018,cps/vets/aug,https://api.census.gov/data/2018/cps/vets/aug,,
Replace me with apiMetadata,2017,cps/vets/aug,https://api.census.gov/data/2017/cps/vets/aug,,
Replace me with apiMetadata,2016,cps/vets/aug,https://api.census.gov/data/2016/cps/vets/aug,,
Replace me with apiMetadata,2015,cps/vets/aug,https://api.census.gov/data/2015/cps/vets/aug,,
Aug 2014 Current Population Survey: Veterans Supplement,2014,cps/vets/aug,https://api.census.gov/data/2014/cps/vets/aug,,
Aug 2013 Current Population Survey: Veterans Supplement,2013,cps/vets/aug,https://api.census.gov/data/2013/cps/vets/aug,,
Aug 2012 Current Population Survey: Veterans Supplement,2012,cps/vets/aug,https://api.census.gov/data/2012/cps/vets/aug,,
Aug 2011 Current Population Survey: Veterans Supplement,2011,cps/vets/aug,https://api.census.gov/data/2011/cps/vets/aug,,
Aug 2009 Current Population Survey: Veterans Supplement,2009,cps/vets/aug,https://api.census.gov/data/2009/cps/vets/aug,,
Aug 2007 Current Population Survey: Veterans Supplement,2007,cps/vets/aug,https://api.census.gov/data/2007/cps/vets/aug,,
Aug 2005 Current Population Survey: Veterans Supplement,2005,cps/vets/aug,https://api.census.gov/data/2005/cps/vets/aug,,
Aug 2003 Current Population Survey: Veterans Supplement,2003,cps/vets/aug,https://api.census.gov/data/2003/cps/vets/aug,,
Aug 2001 Current Population Survey: Veterans Supplement,2001,cps/vets/aug,https://api.census.gov/data/2001/cps/vets/aug,,
Aug 1995 Current Population Survey: Veterans Supplement,1995,cps/vets/aug,https://api.census.gov/data/1995/cps/vets/aug,,
Jul 2010 Current Population Survey: Veterans Supplement,2010,cps/vets/jul,https://api.census.gov/data/2010/cps/vets/jul,,
Sep 1999 Current Population Survey: Veterans Supplement,1999,cps/vets/sep,https://api.census.gov/data/1999/cps/vets/sep,,
Sep 1997 Current Population Survey: Veterans Supplement,1997,cps/vets/sep,https://api.census.gov/data/1997/cps/vets/sep,,
Current Population Survey: Volunteering and Civic Life Supplement,2023,cps/volunteer/sep,https://api.census.gov/data/2023/cps/volunteer/sep,,
Current Population Survey: Volunteering and Civic Life Supplement,2021,cps/volunteer/sep,https://api.census.gov/data/2021/cps/volunteer/sep,,
Current Population Survey: Volunteering and Civic Life Supplement,2019,cps/volunteer/sep,https://api.census.gov/data/2019/cps/volunteer/sep,,
Replace me with apiMetadata,2015,cps/volunteer/sep,https://api.census.gov/data/2015/cps/volunteer/sep,,
Sep 2014 Current Population Survey: Volunteering and Civic Life Supplement,2014,cps/volunteer/sep,https://api.census.gov/data/2014/cps/volunteer/sep,,
Sep 2013 Current Population Survey: Volunteering and Civic Life Supplement,2013,cps/volunteer/sep,https://api.census.gov/data/2013/cps/volunteer/sep,,
Sep 2012 Current Population Survey: Volunteering and Civic Life Supplement,2012,cps/volunteer/sep,https://api.census.gov/data/2012/cps/volunteer/sep,,
Sep 2011 Current Population Survey: Volunteering and Civic Life Supplement,2011,cps/volunteer/sep,https://api.census.gov/data/2011/cps/volunteer/sep,,
Sep 2010 Current Population Survey: Volunteering and Civic Life Supplement,2010,cps/volunteer/sep,https://api.census.gov/data/2010/cps/volunteer/sep,,
Sep 2009 Current Population Survey: Volunteering and Civic Life Supplement,2009,cps/volunteer/sep,https://api.census.gov/data/2009/cps/volunteer/sep,,
Sep 2008 Current Population Survey: Volunteering and Civic Life Supplement,2008,cps/volunteer/sep,https://api.census.gov/data/2008/cps/volunteer/sep,,
Sep 2007 Current Population Survey: Volunteering and Civic Life Supplement,2007,cps/volunteer/sep,https://api.census.gov/data/2007/cps/volunteer/sep,,
Sep 2006 Current Population Survey: Volunteering and Civic Life Supplement,2006,cps/volunteer/sep,https://api.census.gov/data/2006/cps/volunteer/sep,,
Sep 2005 Current Population Survey: Volunteering and Civic Life Supplement,2005,cps/volunteer/sep,https://api.census.gov/data/2005/cps/volunteer/sep,,
Sep 2004 Current Population Survey: Volunteering and Civic Life Supplement,2004,cps/volunteer/sep,https://api.census.gov/data/2004/cps/volunteer/sep,,
Sep 2003 Current Population Survey: Volunteering and Civic Life Supplement,2003,cps/volunteer/sep,https://api.census.gov/data/2003/cps/volunteer/sep,,
Sep 2002 Current Population Survey: Volunteering and Civic Life Supplement,2002,cps/volunteer/sep,https://api.census.gov/data/2002/cps/volunteer/sep,,
Current Population Survey: Voting Supplement,2022,cps/voting/nov,https://api.census.gov/data/2022/cps/voting/nov,,
Current Population Survey: Voting Supplement,2020,cps/voting/nov,https://api.census.gov/data/2020/cps/voting/nov,,
Replace me with apiMetadata,2018,cps/voting/nov,https://api.census.gov/data/2018/cps/voting/nov,,
Replace me with apiMetadata,2016,cps/voting/nov,https://api.census.gov/data/2016/cps/voting/nov,,
Nov 2014 Current Population Survey: Voting Supplement,2014,cps/voting/nov,https://api.census.gov/data/2014/cps/voting/nov,,
Nov 2012 Current Population Survey: Voting Supplement,2012,cps/voting/nov,https://api.census.gov/data/2012/cps/voting/nov,,
Nov 2010 Current Population Survey: Voting Supplement,2010,cps/voting/nov,https://api.census.gov/data/2010/cps/voting/nov,,
Nov 2008 Current Population Survey: Voting Supplement,2008,cps/voting/nov,https://api.census.gov/data/2008/cps/voting/nov,,
Nov 2006 Current Population Survey: Voting Supplement,2006,cps/voting/nov,https://api.census.gov/data/2006/cps/voting/nov,,
Nov 2004 Current Population Survey: Voting Supplement,2004,cps/voting/nov,https://api.census.gov/data/2004/cps/voting/nov,,
Nov 2002 Current Population Survey: Voting Supplement,2002,cps/voting/nov,https://api.census.gov/data/2002/cps/voting/nov,,
Nov 2000 Current Population Survey: Voting Supplement,2000,cps/voting/nov,https://api.census.gov/data/2000/cps/voting/nov,,
Nov 1998 Current Population Survey: Voting Supplement,1998,cps/voting/nov,https://api.census.gov/data/1998/cps/voting/nov,,
Nov 1996 Current Population Survey: Voting Supplement,1996,cps/voting/nov,https://api.census.gov/data/1996/cps/voting/nov,,
Nov 1994 Current Population Survey: Voting Supplement,1994,cps/voting/nov,https://api.census.gov/data/1994/cps/voting/nov,,
May 2004 Current Population Survey: Work Schedules Supplement,2004,cps/worksched/may,https://api.census.gov/data/2004/cps/worksched/may,,
May 2001 Current Population Survey: Work Schedules Supplement,2001,cps/worksched/may,https://api.census.gov/data/2001/cps/worksched/may,,
May 1997 Current Population Survey: Work Schedules Supplement,1997,cps/worksched/may,https://api.census.gov/data/1997/cps/worksched/may,,
Community Resilience Estimates,2022,cre,https://api.census.gov/data/2022/cre,,
Community Resilience Estimates,2021,cre,https://api.census.gov/data/2021/cre,,
Community Resilience Estimates,2019,cre,https://api.census.gov/data/2019/cre,,
Community Resilience Estimates for Puerto Rico,2022,crepuertorico,https://api.census.gov/data/2022/crepuertorico,,
Community Resilience Estimates for Puerto Rico,2021,crepuertorico,https://api.census.gov/data/2021/crepuertorico,,
Community Resilience Estimates for Puerto Rico,2019,crepuertorico,https://api.census.gov/data/2019/crepuertorico,,
Decennial Census: American Indian and Alaska Native Summary File,2010,dec/aian,https://api.census.gov/data/2010/dec/aian,,
Decennial Census: American Indian and Alaska Native Summary File,2000,dec/aian,https://api.census.gov/data/2000/dec/aian,,
Decennial Census: American Indian and Alaska Native Demographic Profile,2000,dec/aianprofile,https://api.census.gov/data/2000/dec/aianprofile,,
Decennial Census: American Samoa Summary File,2010,dec/as,https://api.census.gov/data/2010/dec/as,,
Decennial Census: American Samoa Summary File,2000,dec/as,https://api.census.gov/data/2000/dec/as,,
Decennial Census: American Samoa Year of Entry File,2010,dec/asyoe,https://api.census.gov/data/2010/dec/asyoe,,
Decennial Census: 110th Congressional District Summary File (100-Percent),2000,dec/cd110h,https://api.census.gov/data/2000/dec/cd110h,,
Decennial Census: 110th Congressional District Demographic Profile (100-Percent),2000,dec/cd110hprofile,https://api.census.gov/data/2000/dec/cd110hprofile,,
Decennial Census: 110th Congressional District Summary File (Sample),2000,dec/cd110s,https://api.census.gov/data/2000/dec/cd110s,,
Decennial Census: 110th Congressional District Demographic Profile (Sample),2000,dec/cd110sprofile,https://api.census.gov/data/2000/dec/cd110sprofile,,
Decennial CD113,2010,dec/cd113,https://api.census.gov/data/2010/dec/cd113,,
Decennial Census: 113th Congressional District Demographic Profile,2010,dec/cd113profile,https://api.census.gov/data/2010/dec/cd113profile,,
Decennial CD115,2010,dec/cd115,https://api.census.gov/data/2010/dec/cd115,,
Decennial Census: 115th Congressional District Demographic Profile,2010,dec/cd115profile,https://api.census.gov/data/2010/dec/cd115profile,,
Decennial Congressional District 116,2010,dec/cd116,https://api.census.gov/data/2010/dec/cd116,,
Decennial Census: 118th Congressional District Summary File,2020,dec/cd118,https://api.census.gov/data/2020/dec/cd118,,
2020 Census 119th Congressional District,2020,dec/cd119,https://api.census.gov/data/2020/dec/cd119,,
Decennial Census: Count Question Resolution,2000,dec/cqr,https://api.census.gov/data/2000/dec/cqr,,
Decennial Census of Island Areas: American Samoa Detailed Crosstabulations,2020,dec/crosstabas,https://api.census.gov/data/2020/dec/crosstabas,,
Decennial Census of Island Areas: Guam Detailed Crosstabulations,2020,dec/crosstabgu,https://api.census.gov/data/2020/dec/crosstabgu,,
Decennial Census of Island Areas: Commonwealth of the Northern Mariana Islands Detailed Crosstabulations,2020,dec/crosstabmp,https://api.census.gov/data/2020/dec/crosstabmp,,
Decennial Census of Island Areas: U.S. Virgin Islands Detailed Crosstabulations,2020,dec/crosstabvi,https://api.census.gov/data/2020/dec/crosstabvi,,
Decennial Census: Detailed Demographic and Housing Characteristics File A,2020,dec/ddhca,https://api.census.gov/data/2020/dec/ddhca,,
2020 Detailed Demographic and Housing Characteristics File B,2020,dec/ddhcb,https://api.census.gov/data/2020/dec/ddhcb,,
Decennial Census: Demographic and Housing Characteristics,2020,dec/dhc,https://api.census.gov/data/2020/dec/dhc,,
Decennial Census of Island Areas: American Samoa Demographic and Housing Characteristics,2020,dec/dhcas,https://api.census.gov/data/2020/dec/dhcas,,
Decennial Census of Island Areas: Guam Demographic and Housing Characteristics,2020,dec/dhcgu,https://api.census.gov/data/2020/dec/dhcgu,,
Decennial Census of Island Areas: Commonwealth of the Northern Mariana Islands Demographic and Housing Characteristics,2020,dec/dhcmp,https://api.census.gov/data/2020/dec/dhcmp,,
Decennial Census of Island Areas: U.S. Virgin Islands Demographic and Housing Characteristics,2020,dec/dhcvi,https://api.census.gov/data/2020/dec/dhcvi,,
2020 Demographic Profile,2020,dec/dp,https://api.census.gov/data/2020/dec/dp,,
Decennial Census of Island Areas: American Samoa Demographic Profile,2020,dec/dpas,https://api.census.gov/data/2020/dec/dpas,,
Decennial Census of Island Areas: Guam Demographic Profile,2020,dec/dpgu,https://api.census.gov/data/2020/dec/dpgu,,
2020 Commonwealth of the Northern Mariana Islands Demographic Profile,2020,dec/dpmp,https://api.census.gov/data/2020/dec/dpmp,,
Decennial Census of Island Areas: U.S. Virgin Islands Demographic Profile,2020,dec/dpvi,https://api.census.gov/data/2020/dec/dpvi,,
Decennial Census: Guam Summary File,2010,dec/gu,https://api.census.gov/data/2010/dec/gu,,
Decennial Census: Guam Summary File,2000,dec/gu,https://api.census.gov/data/2000/dec/gu,,
Decennial Census: Guam Year of Entry File,2010,dec/guyoe,https://api.census.gov/data/2010/dec/guyoe,,
Decennial Census: Commonwealth of the Northern Mariana Islands Summary File,2010,dec/mp,https://api.census.gov/data/2010/dec/mp,,
Decennial Census: Commonwealth of the Northern Mariana Islands Summary File,2000,dec/mp,https://api.census.gov/data/2000/dec/mp,,
Decennial Census: Commonwealth of the Northern Mariana Islands Year of Entry File,2010,dec/mpyoe,https://api.census.gov/data/2010/dec/mpyoe,,
Decennial Census: Decennial Post-Enumeration Survey,2020,dec/pes,https://api.census.gov/data/2020/dec/pes,,
Decennial Census: Redistricting Data (PL 94-171),2020,dec/pl,https://api.census.gov/data/2020/dec/pl,,
Decennial Census: Redistricting Data (PL 94-171),2010,dec/pl,https://api.census.gov/data/2010/dec/pl,,
Decennial Census: Redistricting Data (PL 94-171),2000,dec/pl,https://api.census.gov/data/2000/dec/pl,,
Decennial Census: National Redistricting Data,2010,dec/plnat,https://api.census.gov/data/2010/dec/plnat,,
Decennial Census: Decennial Self-Response Rate,2020,dec/responserate,https://api.census.gov/data/2020/dec/responserate,,
Decennial Census: Decennial Self-Reponse Rate,2010,dec/responserate,https://api.census.gov/data/2010/dec/responserate,,
2020 Supplemental Demographic and Housing Characteristics File (S-DHC),2020,dec/sdhc,https://api.census.gov/data/2020/dec/sdhc,,
2020 Census Final Self-Response and Return Rates,2020,dec/selfresponserate,https://api.census.gov/data/2020/dec/selfresponserate,,
Decennial SF1,2010,dec/sf1,https://api.census.gov/data/2010/dec/sf1,,
Decennial Census: Summary File 1,2000,dec/sf1,https://api.census.gov/data/2000/dec/sf1,,
Decennial SF2,2010,dec/sf2,https://api.census.gov/data/2010/dec/sf2,,
Decennial Census: Summary File 2,2000,dec/sf2,https://api.census.gov/data/2000/dec/sf2,,
Decennial Census: Summary File 2 Demographic Profile,2000,dec/sf2profile,https://api.census.gov/data/2000/dec/sf2profile,,
Decennial Census: Summary File 3,2000,dec/sf3,https://api.census.gov/data/2000/dec/sf3,,
Decennial Census: Summary File 3 Demographic Profile,2000,dec/sf3profile,https://api.census.gov/data/2000/dec/sf3profile,,
Decennial Census: Summary File 4,2000,dec/sf4,https://api.census.gov/data/2000/dec/sf4,,
Decennial Census: Summary File 4 Demographic Profile,2000,dec/sf4profile,https://api.census.gov/data/2000/dec/sf4profile,,
Decennial Census: State Legislative District Summary File (100-Percent),2000,dec/sldh,https://api.census.gov/data/2000/dec/sldh,,
Decennial Census: State Legislative District Demographic Profile (100-Percent),2000,dec/sldhprofile,https://api.census.gov/data/2000/dec/sldhprofile,,
Decennial Census: State Legislative District Summary File (Sample),2000,dec/slds,https://api.census.gov/data/2000/dec/slds,,
Decennial Census: State Legislative District Demographic Profile (Sample),2000,dec/sldsprofile,https://api.census.gov/data/2000/dec/sldsprofile,,
Decennial Census: U.S. Virgin Islands Summary File,2010,dec/vi,https://api.census.gov/data/2010/dec/vi,,
Decennial Census: U.S. Virgin Islands Summary File,2000,dec/vi,https://api.census.gov/data/2000/dec/vi,,
"2022 Economic Census of Island Areas: Summary Statistics for American Samoa, Commonwealth of the Northern Mariana Islands, Guam, Puerto Rico, and U.S. Virgin Islands",2022,ecn/islandareas,https://api.census.gov/data/2022/ecn/islandareas,,
Economic Census of Island Areas: Core Statistics: Economic Census of Island Areas,2017,ecn/islandareas,https://api.census.gov/data/2017/ecn/islandareas,,
Economic Census: Economic Census of Island Areas,2012,ecn/islandareas,https://api.census.gov/data/2012/ecn/islandareas,,
"Island Areas: Comparative Statistics for American Samoa, Commonwealth of the Northern Mariana Islands, Guam, Puerto Rico, and U.S. Virgin Islands: (2022 NAICS Basis): 2022 and 2017",2022,ecn/islandareas/comp,https://api.census.gov/data/2022/ecn/islandareas/comp,,
"Island Areas: Comparative Statistics for American Samoa, Commonwealth of the Northern Mariana Islands, Guam, Puerto Rico, and U.S. Virgin Islands: (2017 NAICS Basis): 2017 and 2012",2017,ecn/islandareas/comp,https://api.census.gov/data/2017/ecn/islandareas/comp,,
Economic Census: Economic Census of Island Areas,2012,ecn/islandareas/comp,https://api.census.gov/data/2012/ecn/islandareas/comp,,
Economic Census of Island Areas: Summary Statistics for Construction and Manufacturing Industries for Puerto Rico: 2022,2022,ecn/islandareas/ind,https://api.census.gov/data/2022/ecn/islandareas/ind,,
Economic Census of Island Areas: Core Statistics: Economic Census of Island Areas,2017,ecn/islandareas/ind,https://api.census.gov/data/2017/ecn/islandareas/ind,,
Economic Census of Island Areas: Core Statistics: Economic Census of Island Areas,2012,ecn/islandareas/ind,https://api.census.gov/data/2012/ecn/islandareas/ind,,
Economic Census: Economic Census of Island Areas,2012,ecn/islandareas/lines,https://api.census.gov/data/2012/ecn/islandareas/lines,,
"Island Areas: Product Statistics for American Samoa, Commonwealth of the Northern Mariana Islands, Guam, Puerto Rico, and U.S. Virgin Islands: 2022",2022,ecn/islandareas/napcs,https://api.census.gov/data/2022/ecn/islandareas/napcs,,
Economic Census: Economic Census of the United States: Economic Census of Island Areas,2017,ecn/islandareas/napcs,https://api.census.gov/data/2017/ecn/islandareas/napcs,,
Economic Census: Finance and Insurance: Administrative Expenses and Losses Incurred for Property and Casualty Insurance Carriers for the U.S.: 2017,2017,ecnadbnprop,https://api.census.gov/data/2017/ecnadbnprop,,
"Economic Census: Finance and Insurance: Administrative Expenses and Benefits Paid for Life, Health, and Medical Insurance Carriers for the U.S.: 2017",2017,ecnadmben,https://api.census.gov/data/2017/ecnadmben,,
"Finance and Insurance: Subject Series - Misc Subjects: Administrative Expenses and Benefits Paid for Life, Health, and Medical Insurance Carriers for the U.S.: 2012",2012,ecnadmben,https://api.census.gov/data/2012/ecnadmben,,
"Economic Census: Summary Statistics for the U.S., States, and Selected Geographies: 2022",2022,ecnbasic,https://api.census.gov/data/2022/ecnbasic,,
"Economic Census: Summary Statistics for the U.S., States, and Selected Geographies: 2017",2017,ecnbasic,https://api.census.gov/data/2017/ecnbasic,,
Economic Census: Economic Census of the United States: Economic Census US Basic Data,2012,ecnbasic,https://api.census.gov/data/2012/ecnbasic,,
Economic Census: Finance and Insurance: Brokering and Dealing Products Income for the U.S.: 2017,2017,ecnbranddeal,https://api.census.gov/data/2017/ecnbranddeal,,
Finance and Insurance: Subject Series - Misc Subjects: Brokering and Dealing Services Income for the U.S.: 2012,2012,ecnbranddeal,https://api.census.gov/data/2012/ecnbranddeal,,
Economic Census: Core Statistics: Selected Sectors: Industry Bridge Statistics on the Current NAICS Basis With Distribution Among the Previous NAICS-Based Industries for the U.S.,2017,ecnbridge1,https://api.census.gov/data/2017/ecnbridge1,,
All sectors: Core Business Statistics Series: Industry Bridge Statistics on 2012 NAICS Basis With Distribution Among 2007 NAICS-Based Industries for the United States: 2012,2012,ecnbridge1,https://api.census.gov/data/2012/ecnbridge1,,
Economic Census: Core Statistics: Selected Sectors: Industry Bridge Statistics on the Previous NAICS Basis With Distribution Among the Current NAICS-Based Industries for the U.S.,2017,ecnbridge2,https://api.census.gov/data/2017/ecnbridge2,,
